ID,ID_num,Site,Weather,Y,M,D,時段,Location_x,Location_y,H,M,S,Sp.,#,Ht,Dis,Dir,Ha1,MH2,Wa3,Sl(°)4,C(%)5,U(%)6,Ar (%),So (%),Wa (%),El (%),Be7,Note
2.0231E+12,19,過溪路,,2023,10,21,2,23.060937,120.404944,15,50,15,灰鶺鴒,1,8,6,NW,1,8,0,-1,50,70,30,0,0,0,3,
2.0231E+12,20,過溪路,,2023,10,21,2,23.060937,120.404944,15,50,33,大冠鷲,1,6,8,SW,1,8,0,-1,40,70,30,0,0,0,3,
2.0231E+12,21,過溪路,,2023,10,21,2,23.060937,120.404944,15,51,12,樹鵲,1,7,10,SW,1,1,0,-1,60,70,30,0,0,0,3,
2.0231E+12,22,過溪路,,2023,10,21,2,23.060937,120.404944,15,52,19,黑枕藍鶲,2,4,6,SW,1,8,0,-1,40,60,40,0,0,0,2,
2.0231E+12,23,過溪路,,2023,10,21,2,23.060937,120.404944,15,52,42,赤腹松鼠,1,7,9,W,1,8,0,-1,90,40,60,0,0,0,2,
2.0231E+12,24,過溪路,,2023,10,21,2,23.060937,120.404944,15,55,10,白頭翁,4,7,5,W,1,8,0,-1,20,70,30,0,0,0,2,
2.0231E+12,25,過溪路,,2023,10,21,2,23.065419,120.40467,16,6,55,樹鵲,1,4,10,W,1,8,0,-2,50,60,40,0,0,0,3,
2.0231E+12,26,過溪路,,2023,10,21,2,23.065419,120.40467,16,8,23,白頭翁,5,4,8,W,1,8,0,-2,50,60,40,0,0,0,2,
2.0231E+12,27,過溪路,,2023,10,21,2,23.068579,120.404578,16,17,11,麻雀,6,5,8,W,1,8,0,-3,50,60,40,0,0,0,2,
2.0231E+12,28,過溪路,,2023,10,21,2,23.068579,120.404578,16,20,34,五色鳥,1,10,10,NE,1,8,0,-3,50,40,60,0,0,0,3,
2.0231E+12,29,過溪路,,2023,10,21,2,23.070684,120.403861,16,26,41,小彎嘴,1,4,4,N,1,8,0,0,70,40,60,0,0,0,3,
2.0231E+12,30,過溪路,,2023,10,21,2,23.070684,120.403861,16,27,44,赤腹松鼠,1,0,6,SE→W,1,8,0,0,40,70,30,0,0,0,5,
2.0231E+12,31,過溪路,,2023,10,21,2,23.070528,120.401383,16,37,32,麗紋石龍子,1,0,6,NW,2,8,0,-1,60,80,20,0,0,0,3,
2.0231E+12,32,過溪路,,2023,10,21,2,23.070528,120.401383,16,38,18,大卷尾,2,5,5,NW,1,8,0,-1,40,70,30,0,0,0,3,
2.0231E+12,1,光山農路,,2023,10,23,1,23.0676191,120.3797078,6,16,5,家燕,10,6,2,W,9,8,0,-,0,10,90,0,0,0,2.3,共用電線桿
2.0231E+12,2,光山農路,,2023,10,23,1,23.0676191,120.3797078,6,16,5,斑文鳥,12,6,2,W,9,8,0,-,0,10,90,0,0,0,2.3,共用電線桿
2.0231E+12,3,光山農路,,2023,10,23,1,23.0676191,120.3797078,6,16,5,大卷尾,2,6,2,W,9,8,0,-,0,10,90,0,0,0,2.3,共用電線桿
2.0231E+12,4,光山農路,,2023,10,23,1,23.0676567,120.3796237,6,22,30,白尾八哥,2,8,6,E,9,3,0,-,0,10,90,0,0,0,2.3,
2.0231E+12,5,光山農路,,2023,10,23,1,23.0676496,120.379222,6,26,15,大卷尾,3,6,1,W,9,3,0,-,0,10,90,0,0,0,3,
2.0231E+12,6,光山農路,,2023,10,23,1,23.067716,120.3784757,6,30,25,白頭翁,1,6,1,S,1,3,0,-,5,20,80,0,0,0,2.3,
2.0231E+12,7,光山農路,,2023,10,23,1,23.0672147,120.378425,6,36,30,樹鵲,2,10,4,N→S,1,3,0,-,70,70,30,0,0,0,5,停駐後人為驚飛
2.0231E+12,8,光山農路,,2023,10,23,1,23.0666162,120.378752,6,39,10,栗尾椋鳥,2,6,2,E→W,1,3,0,-,70,50,50,0,0,0,3.5,
2.0231E+12,9,光山農路,,2023,10,23,1,23.0659465,120.3791207,6,43,45,樹鵲,1,8,4,N→S,1,3,0,-,80,30,20,0,0,0,5,飛入樹林
2.0231E+12,10,光山農路,,2023,10,23,1,23.0659465,120.3791207,6,45,0,五色鳥,1,－,－,E,1,3,0,-,100,100,0,50,0,0,2,在竹林內鳴叫
2.0231E+12,11,光山農路,,2023,10,23,1,23.0635299,120.3787618,6,52,0,白腰鵲鴝,1,0,0,W→E,9,8,0,-,0,0,100,0,0,0,3,
2.0231E+12,12,光山農路,,2023,10,23,1,23.0615227,120.3780415,6,58,55,黑枕藍鶲,1,－,－,N,1,3,0,-,90,100,0,0,0,0,2,僅聲音
2.0231E+12,13,光山農路,,2023,10,23,1,23.0607262,120.3794644,7,3,20,五色鳥,2,－,－,S,1,3,0,-,100,100,0,0,0,0,2,僅聲音
2.0231E+12,14,光山農路,,2023,10,23,1,23.059499,120.380257,7,8,35,家燕,4,8,8,S,9,8,0,-,0,50,50,0,0,0,3,
2.0231E+12,15,光山農路,,2023,10,23,1,23.0567608,120.378779,7,19,30,白頭翁,2,10,10,N→S,1,2,0,-,80,80,0,20,0,0,5,
2.0231E+12,16,光山農路,,2023,10,23,1,23.0533614,120.3784121,7,30,10,白頭翁,1,8,8,S,9,8,0,-,60,50,50,0,0,0,3,
2.0231E+12,17,光山農路,,2023,10,23,1,23.0520735,120.3807716,7,35,30,家燕,5,8,8,N,9,8,0,-,70,30,70,0,0,0,3,
2.0231E+12,18,光山農路,,2023,10,23,1,23.0504977,120.3819813,7,46,10,大卷尾,2,6,6,N,1,3,0,-,70,80,20,0,0,0,3,
2.0231E+12,19,光山農路,,2023,10,23,1,23.0577767,120.3792921,8,0,50,紅嘴黑鵯,1,－,－,S,1,3,0,-,100,100,0,0,0,0,2,僅聲音
2.0231E+12,1,光山農路,,2023,10,27,2,23.0667893,120.3788445,14,22,50,五色鳥,1,10,30,SW,1,8,0,0,80,80,20,0,0,0,2,
2.0231E+12,2,光山農路,,2023,10,27,2,23.0667893,120.3788445,14,22,50,白頭翁,7,5,6,S,1,8,1,0,30,20,30,50,0,0,2,
2.0231E+12,3,光山農路,,2023,10,27,2,23.0667893,120.3788445,14,28,55,斑文鳥,8,1,5,SE,2,6,1,0,10,70,20,0,10,0,2,
2.0231E+12,4,光山農路,,2023,10,27,2,23.0667893,120.3788445,14,28,55,鵲鴝,1,0,1,SE,6,4,1,0,10,50,20,20,10,0,1,
2.0231E+12,5,光山農路,,2023,10,27,2,23.0667893,120.3788445,14,34,20,樹鵲,2,7,5,SE→W,1,6,1,0,10,50,20,20,10,0,2,
2.0231E+12,6,光山農路,,2023,10,27,2,23.0667893,120.3788445,14,39,45,五色鳥,1,20,30,E,1,8,0,-6,30,100,0,0,0,0,2,
2.0231E+12,7,光山農路,,2023,10,27,2,23.0668374,120.3788431,14,42,18,洋燕,2,5,1,SE,9,8,0,-4,10,50,50,0,0,0,3,
2.0231E+12,8,光山農路,,2023,10,27,2,23.0668374,120.3788431,14,45,10,大卷尾,2,5,6,S,9,8,0,-3,30,30,40,30,0,0,3,
2.0231E+12,9,光山農路,,2023,10,27,2,23.0640278,120.3788173,14,50,4,龜殼花,1,0,0,W,9,8,0,-3,40,40,60,0,0,0,7,
2.0231E+12,10,光山農路,,2023,10,27,2,23.0619283,120.3783996,14,53,25,紅鳩,1,4,5,W→E,1,8,0,-4,30,60,30,10,0,0,5,
2.0231E+12,11,光山農路,,2023,10,27,2,23.0619283,120.3783996,14,57,49,紅鳩,1,5,5,W→E,1,8,0,-4,30,50,50,0,0,0,5,
2.0231E+12,12,光山農路,,2023,10,27,2,23.0605309,120.3796548,15,4,8,白頭翁,4,7,10,NE,1,8,0,-2,20,30,10,60,0,0,2,
2.0231E+12,13,光山農路,,2023,10,27,2,23.0605309,120.3796548,15,6,1,赤腹松鼠,1,7,15,S,1,8,0,-5,70,70,30,0,0,0,2,
2.0231E+12,14,光山農路,,2023,10,27,2,23.0605309,120.3796548,15,7,28,五色鳥,1,15,20,E,1,8,0,-3,40,40,60,0,0,0,2,
2.0231E+12,15,光山農路,,2023,10,27,2,23.0592732,120.3804095,15,13,13,斑文鳥,7,6,1,E→W,7,8,0,-1,80,80,20,0,0,0,5,
2.0231E+12,16,光山農路,,2023,10,27,2,23.0592732,120.3804095,15,13,13,白頭翁,5,6,1,E→W,7,8,0,-1,80,80,20,0,0,0,5,
2.0231E+12,17,光山農路,,2023,10,27,2,23.0592732,120.3805541,15,17,0,洋燕,5,5,4,SW,9,8,0,-4,80,80,20,0,0,0,3,
2.0231E+12,18,光山農路,,2023,10,27,2,23.0592732,120.3805541,15,17,0,大卷尾,1,5,4,NE→W,9,8,0,-4,80,80,20,0,0,0,5,
2.0231E+12,19,光山農路,,2023,10,27,2,23.0585223,120.3795056,15,26,28,黑眶蟾蜍,1,0,0,SE,9,8,0,-4,40,40,60,0,0,0,7,
2.0231E+12,20,光山農路,,2023,10,27,2,23.0858883,120.3794691,15,28,42,白頭翁,3,7,5,SW,1,8,0,-4,50,50,50,0,0,0,2,
2.0231E+12,21,光山農路,,2023,10,27,2,23.0567254,120.3789983,15,35,23,洋燕,2,5,1,SE,9,8,0,-7,10,10,70,20,0,0,3,
2.0231E+12,22,光山農路,,2023,10,27,2,23.0557187,120.3790933,15,40,34,印度蜓蜥,1,0,1,E,9,8,0,-3,30,30,70,0,0,0,5,
2.0231E+12,23,光山農路,,2023,10,27,2,23.0557187,120.3790933,15,43,30,樹鵲,2,10,1,SE,1,8,0,-3,60,60,40,0,0,0,2,
2.0231E+12,24,光山農路,,2023,10,27,2,23.0540235,120.3787801,15,49,9,洋燕,2,5,15,NW,9,8,0,0,70,70,30,0,0,0,3,
2.0231E+12,25,光山農路,,2023,10,27,2,23.0540235,120.3787801,15,49,9,白頭翁,5,5,2,NW,9,8,0,0,70,70,30,0,0,0,3,
2.0231E+12,26,光山農路,,2023,10,27,2,23.0529364,120.3786477,15,53,32,五色鳥,2,10,2,E,1,8,0,0,100,100,0,0,0,0,2,
2.0231E+12,27,光山農路,,2023,10,27,2,23.0527568,120.3789099,15,56,17,紅鳩,1,5,50,NE→SW,1,8,0,-7,60,60,40,0,0,0,5,
2.0231E+12,28,光山農路,,2023,10,27,2,23.0526443,120.3804585,16,3,27,大卷尾,1,5,1,E,9,8,0,-7,50,50,30,20,0,0,3,
2.0231E+12,29,光山農路,,2023,10,27,2,23.0526443,120.3804585,16,4,15,家八哥,2,7,10,SE→NW,7,8,0,-7,50,50,30,20,0,0,5,
2.0231E+12,30,光山農路,,2023,10,27,2,23.0526443,120.3804585,16,4,54,白尾八哥,2,7,10,SE→NW,7,8,0,-7,50,50,30,20,0,0,5,
2.0231E+12,31,光山農路,,2023,10,27,2,23.051483,120.3806925,16,8,53,白尾八哥,5,6,10,SE,9,8,0,-8,30,30,70,0,0,0,3,
2.0231E+12,32,光山農路,,2023,10,27,2,23.051483,120.3806925,16,9,12,大卷尾,6,6,10,SE,9,8,0,-8,30,30,70,0,0,0,3,
2.0231E+12,33,光山農路,,2023,10,27,2,23.051483,120.3806925,16,9,48,白頭翁,5,6,10,SE,9,8,0,-8,30,30,70,0,0,0,3,
2.0231E+12,34,光山農路,,2023,10,27,2,23.051483,120.3806925,16,10,1,斑文鳥,4,6,10,SE,9,8,0,-8,30,30,70,0,0,0,3,
2.0231E+12,1,草圣農路,,2023,10,27,1,23.00848,120.40162,7,12,45,小卷尾,3,3,4,EN,1,8,0,-5,10,90,10,0,0,0,2,
2.0231E+12,2,草圣農路,,2023,10,27,1,23.00813,120.40218,7,16,50,黑枕藍鶲,1,6,5,ES,1,8,0,8,90,10,90,0,0,0,2,
2.0231E+12,3,草圣農路,,2023,10,27,1,23.00807,120.40231,7,26,0,大冠鷲,1,－,－,－,9,8,0,2,95,5,95,0,0,0,2,sound only
2.0231E+12,4,草圣農路,,2023,10,27,1,23.00558,120.40356,7,32,23,大冠鷲,1,0,10,WS,1,5,1,-2,85,15,80,0,5,0,3,亞成鳥
2.0231E+12,5,草圣農路,,2023,10,27,1,23.00539,120.4036,7,36,35,竹雞,2,0,4,ES,2,6,1,5,85,10,85,0,5,0,5,一對
2.0231E+12,6,草圣農路,,2023,10,27,1,23.00357,120.40353,7,44,20,大彎嘴,1,7,10,E,1,8,1,4,40,18,80,0,2,0,2,錄音檔
2.0231E+12,7,草圣農路,,2023,10,27,1,23.00259,120.40329,7,48,35,小彎嘴,2,3,5,WS,1,8,0,2,5,20,80,0,0,0,5,有野貓在附近
2.0231E+12,8,草圣農路,,2023,10,27,1,23.00259,120.40329,7,48,35,白腰鵲鴝,1,3,5,WS,1,8,0,2,5,20,80,0,0,0,2,有野貓在附近
2.0231E+12,9,草圣農路,,2023,10,27,1,23.00174,120.40399,7,54,37,赤腹松鼠,1,2,3,WS,9,8,1,1,95,70,29,0,1,0,5,竹林
2.0231E+12,10,草圣農路,,2023,10,27,1,23.00113,120.40427,8,3,30,白頭翁,2,－,－,E→ES,1,8,0,-4,30,20,80,0,0,0,2,sound only
2.0231E+12,11,草圣農路,,2023,10,27,1,22.99849,120.40449,8,5,25,臺灣獼猴,1,0,30,WS,1,8,0,3,70,30,70,0,0,0,5,看到人躲起來，應該只有一隻
2.0231E+12,12,草圣農路,,2023,10,27,1,22.99836,120.40476,8,9,26,白腰鵲鴝,1,－,－,EN,1,8,0,1,30,20,80,0,0,0,2,sound only
2.0231E+12,13,草圣農路,,2023,10,27,1,22.99836,120.40476,8,9,26,白頭翁,8,4,30,WN,1,8,0,1,30,20,80,0,0,0,3,
2.0231E+12,14,草圣農路,,2023,10,27,1,22.99737,120.40537,8,13,45,臺灣獼猴,1,－,500,WS,9,7,0,－,100,100,0,0,0,0,3,竹林
2.0231E+12,15,草圣農路,,2023,10,27,1,22.99641,120.40407,8,20,42,小彎嘴,2,－,－,WS,9,7,0,-8,100,100,0,0,0,0,2,sound only
2.0231E+12,16,草圣農路,,2023,10,27,1,22.99498,120.40277,8,28,10,白腰文鳥,7,3,10,S,1,7,0,-4,5,10,10,80,0,0,3,
2.0231E+12,17,草圣農路,,2023,10,27,1,22.99498,120.40277,8,28,10,青帶鳳蝶,3,2,2,ES,1,1,0,-4,5,10,10,80,0,0,1,大花咸豐草
2.0231E+12,18,草圣農路,,2023,10,27,1,22.99408,120.40308,8,34,29,小彎嘴,1,5,5,EN,9,8,0,-6,95,70,30,0,0,0,2,和遠方兩隻一起叫
2.0231E+12,19,草圣農路,,2023,10,27,1,22.99343,120.40315,8,38,9,紅尾伯勞,1,12,40,ES,1,8,0,-7,90,90,10,0,0,0,3,
2.0231E+12,20,草圣農路,,2023,10,27,1,22.99259,120.40364,8,41,53,樹鵲,1,7,50,ES,1,8,0,-7,85,90,10,0,0,0,3,
2.0231E+12,21,草圣農路,,2023,10,27,1,22.99259,120.40364,8,42,1,白頭翁,2,7,50,ES,1,8,0,-7,85,90,10,0,0,0,3,
2.0231E+12,22,草圣農路,,2023,10,27,1,22.99232,120.40401,8,45,11,赤腹松鼠,1,4,50,N→E,1,8,0,-4,80,85,15,0,0,0,5,沿電線跑
2.0231E+12,23,草圣農路,,2023,10,27,1,22.99292,120.40478,8,48,5,黑枕藍鶲,1,－,－,EN,1,8,0,-3,75,85,15,0,0,0,2,sound only
2.0231E+12,24,草圣農路,,2023,10,27,1,22.99308,120.40504,8,51,4,白頭翁,1,4,100,WN,3,8,0,-3,5,85,15,0,0,0,3,
2.0231E+12,25,草圣農路,,2023,10,27,1,22.99307,120.40602,8,54,15,白腰鵲鴝,1,6,20,ES,1,8,0,2,95,85,15,0,0,0,3,
2.0231E+12,26,草圣農路,,2023,10,27,1,22.99307,120.40602,8,54,15,小彎嘴,3,3,10,S,1,8,0,2,95,85,15,0,0,0,1,吃蚯蚓
2.0231E+12,27,草圣農路,,2023,10,27,1,22.99307,120.40602,8,55,12,紅嘴黑鵯,2,5,5,N,1,8,0,2,95,85,15,0,0,0,2,
2.0231E+12,28,草圣農路,,2023,10,27,1,22.99307,120.40602,8,55,14,白頭翁,6,5,5,N,1,8,0,2,95,85,15,0,0,0,3,
2.0231E+12,29,草圣農路,,2023,10,27,1,22.99279,120.40638,8,59,35,小彎嘴,2,－,－,WS,1,8,0,5,30,85,15,0,0,0,2,sound only
2.0231E+12,30,草圣農路,,2023,10,27,1,22.9926,120.40674,9,1,57,黑枕藍鶲,1,4,15,N,1,8,0,0,80,90,10,0,0,0,3,
2.0231E+12,31,草圣農路,,2023,10,27,1,22.9926,120.40674,9,1,57,白頭翁,2,4,15,S→N,1,8,0,0,80,90,10,0,0,0,5,
2.0231E+12,32,草圣農路,,2023,10,27,1,22.99282,120.40865,9,9,25,小卷尾,2,5,8,ES,1,8,0,11,75,85,15,0,0,0,1,
2.0231E+12,33,草圣農路,,2023,10,27,1,22.99282,120.40865,9,9,45,白頭翁,2,5,8,ES,1,8,0,11,75,85,15,0,0,0,3,
2.0231E+12,34,草圣農路,,2023,10,27,1,22.99326,120.40581,9,22,20,紅鳩,1,10,15,N→WN,1,8,0,3,70,85,15,0,0,0,5,
2.0231E+12,35,草圣農路,,2023,10,27,1,22.99902,120.40472,9,46,28,五色鳥,1,12,15,WN,1,8,0,-4,60,75,25,0,0,0,3,
2.0231E+12,36,草圣農路,,2023,10,27,1,22.99902,120.40472,9,48,10,直翅斜紋天蛾,1,0.3,1,－,1,8,0,-4,60,75,25,0,0,0,3,貼很近都不飛走
2.0231E+12,37,草圣農路,,2023,10,27,1,22.99255,120.40709,－,－,－,台灣油點草,－,－,－,－,－,－,－,－,60,85,15,0,0,0,-,開花中
2.0231E+12,38,草圣農路,,2023,10,27,1,22.99264,120.40821,－,－,－,疑似穿山甲洞,－,－,－,洞口面N,-,-,-,-,99,85,15,0,0,0,-,在桃花心木板根旁，無腳印，洞口有部分蜘蛛網，洞口直徑約20cm
2.0231E+12,39,草圣農路,,2023,10,27,1,23.00825,120.40178,－,－,－,岩生秋海棠,－,－,－,－,－,－,－,－,90,10,90,0,0,0,-,開花中
2.0231E+12,1,山豹,,2023,10,28,1,23.01421,120.39726,6,39,10,白頭翁,2,－,－,ES→WS,7,8,0,0,20,60,40,0,0,0,5,
2.0231E+12,2,山豹,,2023,10,28,1,23.01425,120.39616,6,43,50,赤腹松鼠,1,3,3,EN,1,8,0,4,70,40,60,0,0,0,5,
2.0231E+12,3,山豹,,2023,10,28,1,23.01482,120.39509,6,51,17,樹鵲,2,12,20,WN,1,8,0,6,40,70,30,0,0,0,2,
2.0231E+12,4,山豹,,2023,10,28,1,23.01482,120.39509,6,51,17,赤腹松鼠,2,4,15,WN,1,8,0,6,40,70,30,0,0,0,5,
2.0231E+12,5,山豹,,2023,10,28,1,23.01519,120.39416,6,58,50,白腰鵲鴝,1,－,－,WS,1,9,0,40,100,100,0,0,0,0,2,sound only、竹林
2.0231E+12,6,山豹,,2023,10,28,1,23.01628,120.39461,7,2,40,樹鵲,3,12,50,ES,1,7,0,-1,80,80,20,0,0,0,2,
2.0231E+12,7,山豹,,2023,10,28,1,23.01628,120.39461,7,5,10,大冠鷲,1,－,－,EN,1,7,0,-1,80,80,20,0,0,0,2,sound only，單音(非常聽見的那種聲音)，有錄音紀錄
2.0231E+12,8,山豹,,2023,10,28,1,23.01618,120.39433,7,6,45,珠頸斑鳩,3,3,5,WN,1,8,0,-1,70,80,20,0,0,0,3,
2.0231E+12,9,山豹,,2023,10,28,1,23.01618,120.39433,7,6,45,白腰鵲鴝,1,3,5,WN,1,8,0,-1,70,80,20,0,0,0,3,
2.0231E+12,10,山豹,,2023,10,28,1,23.01641,120.39406,7,10,35,樹鵲,3,9,5,WN,1,8,0,-1,40,60,40,0,0,0,3,
2.0231E+12,11,山豹,,2023,10,28,1,23.01641,120.39406,7,10,35,紅尾伯勞,2,9,5,WN,1,8,0,-1,40,60,40,0,0,0,3,兩隻互相追逐
2.0231E+12,12,山豹,,2023,10,28,1,23.01729,120.39401,7,16,30,極北柳鶯,1,－,－,E,1,8,0,4,40,60,40,0,0,0,2,sound only，有錄音紀錄
2.0231E+12,13,山豹,,2023,10,28,1,23.01979,120.3956,7,24,15,洋燕,2,6,4,EN,1,8,0,40,0,60,40,0,0,0,3,
2.0231E+12,14,山豹,,2023,10,28,1,23.02058,120.39581,7,28,5,黑枕藍鶲,1,－,－,E,1,9,0,-8,10,85,15,0,0,0,2,sound only、竹林
2.0231E+12,15,山豹,,2023,10,28,1,23.02238,120.3978,7,39,15,綠鳩,1,－,－,E,1,9,0,-5,80,95,0,5,0,0,2,sound only、竹林
2.0231E+12,16,山豹,,2023,10,28,1,23.02157,120.39911,7,46,23,小彎嘴,2,－,－,E,1,9,0,0,95,95,0,5,0,0,2,sound only、竹林
2.0231E+12,17,山豹,,2023,10,28,1,23.02157,120.39911,7,46,23,黑枕藍鶲,1,－,－,E,1,9,0,0,95,95,0,5,0,0,2,sound only、竹林
2.0231E+12,18,山豹,,2023,10,28,1,23.01377,120.39794,8,14,20,五色鳥,2,－,－,WN,1,8,0,2,10,70,30,0,0,0,2,sound only
2.0231E+12,19,山豹,,2023,10,28,1,23.01377,120.39794,8,14,20,小卷尾,1,－,－,WN→E,1,8,0,2,10,70,30,0,0,0,5,
2.0231E+12,20,山豹,,2023,10,28,1,23.01493,120.39829,8,25,0,綠鳩,5,8,10,ES,1,8,0,1,95,80,20,0,0,0,5,在樹上成群移動和停棲
2.02311E+11,1,角譚,,2023,11,4,1,23.04509,120.43271,7,27,27,白頭翁,1,－,－,EN,1,8,0,1,95,90,10,0,0,0,2,
2.02311E+11,2,角譚,,2023,11,4,1,23.04509,120.43271,7,27,27,五色鳥,1,15,15,WN,1,8,0,1,95,90,10,0,0,0,2,
2.02311E+11,3,角譚,,2023,11,4,1,23.04509,120.43271,7,27,27,白腰鵲鴝,2,3,5,N,1,8,0,1,95,90,10,0,0,0,2,
2.02311E+11,4,角譚,,2023,11,4,1,23.04547,120.43298,7,33,30,小卷尾,2,24,10,N,1,8,0,-1,95,90,10,0,0,0,2,
2.02311E+11,5,角譚,,2023,11,4,1,23.04547,120.43298,7,33,30,黑枕藍鶲,1,－,－,N,1,8,0,-1,95,90,10,0,0,0,2,
2.02311E+11,6,角譚,,2023,11,4,1,23.04678,120.43316,7,41,0,黑枕藍鶲,4,12,5,EN,1,2,0,0,80,80,0,20,0,0,2+5,
2.02311E+11,7,角譚,,2023,11,4,1,23.04759,120.43287,7,46,30,白頭翁,5,－,－,N,1,2,0,-9,80,95,0,5,0,0,2,
2.02311E+11,8,角譚,,2023,11,4,1,23.04901,120.43256,7,52,14,黑枕藍鶲,2,－,－,W,1,1,0,0,95,100,0,0,0,0,2,
2.02311E+11,9,角譚,,2023,11,4,1,23.04901,120.43256,7,52,14,小彎嘴,1,－,－,W,1,1,0,0,95,100,0,0,0,0,2,
2.02311E+11,10,角譚,,2023,11,4,1,23.04901,120.43256,7,52,14,白頭翁,1,5,5,WN→W,1,1,0,0,95,100,0,0,0,0,5,
2.02311E+11,11,角譚,,2023,11,4,1,23.04935,120.43168,8,1,47,山羊腳印,1,0,0,－,1,3,0,0,80,97,0,3,0,0,－,長約7公分，有照片記錄
2.02311E+11,12,角譚,,2023,11,4,1,23.04976,120.43122,8,6,45,白頭翁,3,9,10,WS,1,1,0,0,60,100,0,0,0,0,2,
2.02311E+11,13,角譚,,2023,11,4,1,23.04976,120.43122,8,6,45,極北柳鶯,1,9,10,WS,1,1,0,0,60,100,0,0,0,0,5,
2.02311E+11,14,角譚,,2023,11,4,1,23.04993,120.43108,8,10,40,山豬,2,－,－,－,1,1,0,0,95,100,0,0,0,0,－,僅刨土痕跡，有兩處，有照片紀錄
2.02311E+11,15,角譚,,2023,11,4,1,23.05025,120.43099,8,14,50,小彎嘴,2,－,－,N,1,1,0,0,95,100,0,0,0,0,2,
2.02311E+11,16,角譚,,2023,11,4,1,23.05086,120.43087,8,18,43,樹鵲,1,9,15,N,1,1,0,0,95,100,0,0,0,0,2,
2.02311E+11,17,角譚,,2023,11,4,1,23.05086,120.43087,8,18,43,山紅頭,3,2,5,N,1,1,0,0,95,100,0,0,0,0,2+5,
2.02311E+11,18,角譚,,2023,11,4,1,23.05086,120.43087,8,18,43,白腰鵲鴝,2,3,15,N,1,1,0,0,95,100,0,0,0,0,2,
2.02311E+11,19,角譚,,2023,11,4,1,23.04509,120.43271,8,41,50,朱鸝,1,－,－,E,1,8,0,1,95,90,10,0,0,0,2,僅有叫聲，像窩---窩---窩----。雖有錄音但聲音很小聲，在約10秒處。
2.02311E+11,20,角譚,,2023,11,4,1,23.06154,120.422,8,58,45,鳳頭蒼鷹,1,－,－,S→E,1,8,1,-5,85,70,25,0,5,0,5,
2.02311E+11,21,角譚,,2023,11,4,1,23.06113,120.42276,9,3,32,白頭翁,3,9,15,E,1,8,1,-1,35,75,25,0,0,0,3,
2.02311E+11,22,角譚,,2023,11,4,1,23.06113,120.42276,9,3,32,紅鳩,3,9,15,E,1,8,1,-1,35,75,25,0,0,0,3,
2.02311E+11,23,角譚,,2023,11,4,1,23.06113,120.42276,9,3,32,五色鳥,1,－,－,EN,1,8,1,-1,35,75,25,0,0,0,2,
2.02311E+11,24,角譚,,2023,11,4,1,23.06113,120.42276,9,3,32,家燕,1,9,15,E,1,8,1,-1,35,75,25,0,0,0,3,理羽
2.02311E+11,25,角譚,,2023,11,4,1,23.06132,120.42335,9,8,30,綠鳩,3,20,50,N,1,9,1,7,60,75,20,0,5,0,3,竹林
2.02311E+11,26,角譚,,2023,11,4,1,23.06132,120.42335,9,8,30,紅鳩,2,20,50,N,1,9,1,7,60,75,20,0,5,0,3,竹林
2.02311E+11,27,角譚,,2023,11,4,1,23.06132,120.42335,9,8,30,黑枕藍鶲,1,15,30,N,1,9,1,7,60,75,20,0,5,0,2,竹林
2.02311E+11,28,角譚,,2023,11,4,1,23.061,120.42346,9,15,25,白腰鵲鴝,2,－,－,N,7,8,0,-2,50,95,5,0,0,0,2,
2.02311E+11,29,角譚,,2023,11,4,1,23.06059,120.42372,9,18,40,珠頸斑鳩,2,0,5,EN,竹林,8,1,7,85,95,5,0,0,0,5,
2.02311E+11,30,角譚,,2023,11,4,1,23.06025,120.42461,9,21,35,樹鵲,1,4,15,N,竹林,8,1,2,98,95,5,0,0,0,3,
2.02311E+11,31,角譚,,2023,11,4,1,23.06025,120.42461,9,22,2,鳳頭蒼鷹,1,－,－,EN,竹林,8,1,2,98,95,5,0,0,0,2,
2.02311E+11,32,角譚,,2023,11,4,1,23.06025,120.42461,9,26,30,小彎嘴,3,－,－,EN,竹林,8,1,2,98,95,5,0,0,0,2,
2.02311E+11,33,角譚,,2023,11,4,1,23.06025,120.42461,9,27,10,赤腹松鼠,2,－,－,EN,1,8,1,2,98,95,5,0,0,0,2,
2.02311E+11,34,角譚,,2023,11,4,1,23.06025,120.42461,9,27,10,白腰鵲鴝,1,－,－,WS,1,8,1,2,98,95,5,0,0,0,3,
2.02311E+11,35,角譚,,2023,11,4,1,23.05916,120.42553,9,34,57,棕背伯勞,2,5,13,E,7,8,0,15,45,75,15,0,0,0,2+5,
2.02311E+11,36,角譚,,2023,11,4,1,23.06118,120.42314,9,46,15,灰頭鷦鶯,1,－,－,WN,4,1,1,-2,10,90,5,0,5,0,2,
2.02311E+11,37,角譚,,2023,11,4,1,23.06162,120.42169,9,51,4,山紅頭,3,－,－,WS,1,8,1,-7,45,72,25,0,3,0,2,
2.02311E+11,38,角譚,,2023,11,4,1,23.06235,120.42127,9,55,6,綠繡眼,1,4,5,WS,1,8,1,-8,50,30,70,0,0,0,5,
2.02311E+11,1,青瓜寮農路,,2023,11,4,2,22.9923971,120.4385679,15,25,30,大卷尾,1,8,2,S,9,8,0,-,10,20,80,0,0,0,3,
2.02311E+11,2,青瓜寮農路,,2023,11,4,2,22.9924055,120.4410208,15,31,35,家燕,9,15,10,－,5,1,1,－,20,20,0,20,60,0,5,
